sentence,is_goal
"the Alliance for Development and Climate – an initiative launched by Germany ’s FederalMinistry for Economic Cooperation and Development oversees our broader control framework as it relates to countering other criminal activities , including controls forwhich other functions or divisions of our are accountable .",N
"The Sanctions and Embargoesfunction is accountable for performing measures to comply with finance and trade sanctions and embargoes , especiallydetecting , evaluating , and , if required , ensuring the observance of sanctions , law related publications , and bindingrequirements in connection with the financial and trade sanctions of the respective authorities .",N
KYC is anongoing process throughout the life cycle of a client relationship .,N
"our has been designed in such a way as to comply , as a minimum , with German rules and with the local laws andregulations in all countries our operates in .",N
"As Deutsche Postbank AG is considered to be a Top Risk under our Non Financial Risk Management Framework , Deutsche Postbank AG is closelymonitored .",N
"Head of AFC has established andchairs a Global Financial Crime Governance Committee to support the governance and oversight of the Financial Crime risks , as defined in Section 25h , German Banking Act .",N
"a Global Financial Crime Governance Committee is supported by theRegional Financial Crime Governance Committees , which are chaired by the respective Regional Heads of AFC.Reporting on recent eventsDespite all our efforts to prevent money laundering",N
GovernanceCSO is responsible for our security matters .,N
"An IT SecurityCommittee with delegated authority from The bank ’s Management Board Representative oversees all IT security activities , includingpotential escalations.our",N
The mandate for Scorpio Partnership is complemented by a dedicated governance and operations unit within the Postbankbrand with an ISO 27001 aligned policy framework .,N
is is not only because noncompliance with Deutsche Bankbrand entails substantial fines,N
